9 42 26 45 36 3 44 1 21 42 37 44 10 40 44 46 20 2 31 18 7 14 42 21 11 30 25 21 28 35 16 39 27 42 35 15 47 29 19 21 23 8 15 33 48 9 32 20 14 15 
39 23 29 33 46 42 14 21 13 44 6 31 34 36 23 21 3 23 2 22 46 25 31 11 10 31 23 44 4 37 9 43 12 41 26 8 35 42 30 49 39 38 30 23 26 6 44 32 31 48 
6 27 23 39 40 35 21 13 32 27 2 43 20 14 34 48 25 20 43 7 21 32 47 3 7 24 11 3 8 44 1 14 23 26 4 14 13 27 29 45 4 34 39 26 0 25 26 25 47 19 
32 18 3 30 24 10 6 37 15 16 32 16 30 5 42 34 21 8 13 3 3 17 37 44 45 37 20 22 13 17 43 47 38 49 29 12 11 37 1 27 3 33 43 34 41 38 20 14 46 36 
17 1 3 6 46 1 46 18 25 11 35 20 8 25 19 40 39 31 27 41 8 33 24 3 19 17 43 39 34 41 25 3 43 31 10 41 34 6 9 9 17 46 29 27 22 49 17 13 32 47 
4 42 30 31 45 49 0 41 40 34 32 18 38 27 1 0 20 35 8 31 46 27 28 25 4 2 26 24 15 10 21 22 2 3 3 48 4 3 41 44 38 23 12 28 3 15 28 23 0 38 
5 48 15 35 24 19 39 2 45 6 13 18 28 15 21 33 15 25 39 6 22 27 32 36 7 35 2 37 10 4 25 17 3 40 4 27 11 43 31 7 2 44 25 32 12 49 16 27 26 7 
36 48 36 20 35 43 5 37 30 17 41 7 35 46 49 39 25 10 35 7 19 37 3 45 21 15 46 39 45 22 46 33 21 32 3 8 25 8 45 7 27 38 16 12 35 15 2 10 26 39 
19 47 28 23 42 49 40 40 39 35 13 35 18 36 20 21 44 45 31 41 5 9 29 23 23 16 39 27 29 17 16 48 14 44 21 9 44 12 49 35 49 14 22 20 0 42 41 46 40 25 
37 47 36 19 20 9 37 9 39 16 28 5 17 43 2 40 2 48 2 3 33 4 18 5 24 20 0 17 19 40 44 6 37 30 27 7 42 15 19 31 33 47 38 0 42 40 41 46 38 45 
0 23 49 20 31 25 42 31 43 11 23 37 20 12 20 47 21 14 14 42 45 48 40 33 0 34 26 41 31 16 39 31 40 38 3 23 16 45 6 9 7 29 48 27 43 20 26 14 34 43 
7 31 41 49 15 43 33 43 37 14 9 26 47 1 16 0 26 32 46 32 43 5 13 44 34 6 14 10 23 49 3 30 30 46 31 47 42 14 42 29 31 4 5 28 5 21 29 34 6 27 
16 49 32 32 43 18 38 10 28 11 11 34 43 43 32 24 43 24 41 35 5 22 39 10 0 47 34 31 31 42 8 49 41 42 31 37 10 20 47 41 33 10 27 29 3 9 5 46 36 46 
34 43 18 23 4 21 22 40 2 3 32 13 3 25 5 34 14 18 6 13 9 42 23 36 23 27 47 28 25 35 27 9 29 47 35 35 18 7 27 21 11 11 36 16 38 41 2 3 9 9 
16 20 3 40 8 28 19 8 6 44 45 35 6 24 33 41 11 3 48 40 26 11 1 12 27 40 4 30 43 15 41 11 38 44 1 48 22 22 6 30 17 2 18 25 28 1 16 42 4 14 
32 31 28 36 45 5 26 49 35 21 17 28 32 7 22 36 5 46 8 12 29 25 16 47 0 46 0 18 38 6 35 23 39 13 9 35 20 35 34 6 8 3 34 40 10 9 26 18 7 35 
32 36 12 48 35 15 46 35 33 37 42 20 10 31 33 19 16 4 6 3 12 14 8 48 6 21 9 33 39 17 20 21 5 34 21 41 49 19 28 35 6 22 5 16 4 41 37 22 47 43 
25 11 9 36 11 16 7 21 1 46 40 21 19 47 7 42 40 7 11 19 44 18 41 49 36 47 42 24 20 41 17 47 2 27 33 14 45 40 37 46 38 27 19 9 26 26 1 17 35 13 
38 29 33 29 31 19 27 23 43 49 17 13 46 19 42 32 35 37 24 22 35 13 1 6 24 30 34 26 47 20 41 35 1 24 16 32 43 45 8 39 44 25 2 43 46 46 25 32 33 1 
6 20 14 10 28 39 40 12 17 39 32 8 24 34 32 40 18 27 36 26 18 32 3 22 25 0 18 2 34 3 4 42 23 20 2 1 11 44 16 28 33 48 38 9 34 22 0 3 2 38 
31 20 22 35 43 0 37 11 4 21 17 10 13 42 31 18 44 44 12 12 25 48 10 13 7 47 36 9 2 38 49 33 10 22 20 3 24 7 17 28 30 34 39 46 26 22 14 22 18 28 
34 43 28 47 9 36 46 47 45 48 37 47 33 47 21 4 3 45 13 20 25 44 6 16 42 34 38 8 9 9 38 43 2 17 42 11 3 38 10 0 38 47 47 22 45 20 26 48 15 41 
20 41 37 28 9 29 12 0 37 23 9 28 19 13 45 11 27 0 2 37 0 40 35 0 12 30 20 40 30 38 32 2 31 19 32 40 1 46 40 40 20 1 18 39 15 13 0 42 15 4 
29 16 45 14 18 7 46 40 0 26 30 32 30 11 3 12 4 4 9 46 45 31 48 15 20 13 29 22 5 44 27 34 12 24 49 32 31 47 25 31 26 5 15 6 17 19 21 23 23 32 
19 20 13 17 36 33 30 17 7 35 13 34 22 28 10 23 10 42 20 35 25 46 43 41 5 12 12 26 35 37 8 4 8 21 24 46 6 4 13 15 42 28 2 14 6 12 39 19 6 9 
6 32 8 49 25 13 11 39 39 48 26 49 5 36 22 29 32 30 35 47 45 27 26 47 43 32 10 32 1 16 44 10 0 2 9 27 15 23 16 6 21 45 5 28 31 27 7 14 7 43 
13 2 22 39 2 18 24 14 0 27 30 46 37 33 0 49 12 15 22 29 21 45 24 28 24 7 5 33 21 12 26 37 17 1 26 19 19 0 33 21 30 15 18 17 0 18 16 13 36 40 
44 9 36 18 38 12 27 43 45 1 8 24 38 25 25 14 46 44 17 31 15 47 46 35 16 47 6 35 12 42 25 6 3 11 26 41 23 3 35 21 4 45 45 42 22 20 9 18 16 28 
